"NU_ANO_CENSO";"CO_UF";"CO_MUNICIPIO";"NO_ENTIDADE";"CO_ENTIDADE";"DS_ENDERECO";"NU_ENDERECO";"DS_COMPLEMENTO";"NO_BAIRRO";"CO_CEP";"NU_DDD";"NU_TELEFONE";"NU_TELEFONE_PUBLICO";"NU_FAX";"latitude";"longitude";"email";"url_website";"abr_nome"
2018;43;4314902;"EMEF PROF ANISIO TEIXEIRA";43172490;"R FRANCISCO MATTOS TERRES";"40";"JARDIM URUBATA";"HIPICA";91755070;"51";"32641540";"-";"32641540";"-30.159502";"-51.200323";"emef.anisioteixeira@smed.prefpoa.com.br           ";"http://websmed.portoalegre.rs.gov.br/escolas/anisio/                                                ";"ANÍSIO                        "
2018;43;4314902;"EMEEF TRISTAO SUCUPIRA VIANNA";43179029;"AV ECON NILO WULFF";"955";"RESTINGA";"RESTINGA";91790000;"51";"32501527";"-";"32501527";"-30.150062";"-51.145814";"emeef.tristaovianna@smed.prefpoa.com.br           ";"http://websmed.portoalegre.rs.gov.br/escolas/tristao/                                               ";"TRISTÃO                       "
2018;43;4314902;"EMEF SAO PEDRO";43167535;"BC TAQUARA";"1190";"-";"LOMBA PINHEIRO";91570730;"51";"33191206";"-";"33191206";"-30.112839";"-51.101099";"emef.saopedro@smed.prefpoa.com.br                 ";"http://websmed.portoalegre.rs.gov.br/escolas/saopedro/                                              ";"SAO PEDRO                     "
2018;43;4314902;"EMEF SAINT HILAIRE";43167179;"R GERVAZIO BRAGA PINHEIRO";"427";"-";"LOMBA PINHEIRO";91570490;"51";"33191629";"-";"33191629";"-30.123316";"-51.09774899999999";"emef.sainthilaire@smed.prefpoa.com.br             ";"http://websmed.portoalegre.rs.gov.br/escolas/sainthilaire/                                          ";"SAINT HILAIRE                 "
2018;43;4314902;"EMEF WENCESLAU FONTOURA";43173721;"R IRMA INES FAVERO";"1";"-";"MARIO QUINTANA";91250095;"51";"32895847";"-";"33662911";"-30.026232";"-51.099245";"emef.wenceslaufontoura@smed.prefpoa.com.br        ";"http://websmed.portoalegre.rs.gov.br/escolas/wenceslau/                                             ";"WENCESLAU                     "
2018;43;4314902;"EMEF CAMPOS DO CRISTAL";43173713;"BC IMPERIO";"75";"-";"VILA NOVA";91787415;"51";"32452077";"-";"32452077";"-30.119204";"-51.200836";"emef.camposdocristal@smed.prefpoa.com.br          ";"http://websmed.portoalegre.rs.gov.br/escolas/campos/                                                ";"CAMPOS                        "
2018;43;4314902;"EMEF MIGRANTES";43177018;"AVENIDA SEVERO DULLIUS";"165";"-";"ANCHIETA";90200310;"51";"33711316";"-";"33711316";"-29.986893";"-51.157797";"emef.migrantes@smed.prefpoa.com.br                ";"http://websmed.portoalegre.rs.gov.br/escolas/migrantes                                              ";"MIGRANTES                     "
2018;43;4314902;"EMEF VILA MONTE CRISTO";43175120;"RUA CARLOS SUPERTI";"84";"-";"VILA NOVA";91750020;"51";"32464659";"-";"32464659";"-30.122343";"-51.217897";"emef.montecristo@smed.prefpoa.com.br              ";"http://websmed.portoalegre.rs.gov.br/escolas/montecristo/index.htm                                  ";"MONTE CRISTO                  "
2018;43;4314902;"EMEF MORRO DA CRUZ";43177034;"R SANTA TERESA VL SAO JOSE COMUNITARIA";"541";"-";"SAO JOSE";91520713;"51";"33181668";"-";"33181668";"-30.078214";"-51.160646";"emef.morrodacruz@smed.prefpoa.com.br              ";"http://websmed.portoalegre.rs.gov.br/escolas/morrodacruz/index.htm                                  ";"MORRO DA CRUZ                 "
2018;43;4314902;"EMEF NEUSA GOULART BRIZOLA";43177042;"R MONSENHOR RUBEN NEIS";"430";"-";"CAVALHADA";91920243;"51";"32469999";"-";"32469999";"-30.117427";"-51.228305";"emef.neusabrizola@smed.prefpoa.com.br             ";"http://websmed.portoalegre.rs.gov.br/escolas/neusa/                                                 ";"NEUSA GOULART BRIZOLA         "
2018;43;4314902;"EMEF PORTO ALEGRE";43177050;"R WASHINGTON LUIZ";"203";"CENTRO";"CENTRO HISTORIC";90010460;"51";"32274429";"-";"32274429";"-30.036346";"-51.238353";"emef.portoalegre@smed.prefpoa.com.br              ";"http://websmed.portoalegre.rs.gov.br/escolas/epa/                                                   ";"EPA                           "
2018;43;4314902;"EMEF CHICO MENDES";43177581;"R GENTIL AMANCIO CLEMENTE";"1";"-";"MORRO SANTANA";91270315;"51";"33876400";"-";"33876400";"-30.032013999999997";"-51.112646";"emef.chicomendes@smed.prefpoa.com.br              ";"http://websmed.portoalegre.rs.gov.br/escolas/chico/                                                 ";"CHICO MENDES                  "
2018;43;4314902;"EMEF MARIO QUINTANA";43183018;"R C VILA CASTELO";"1";"-";"RESTINGA";91790200;"51";"32505021";"32506342";"32505021";"-30.154052";"-51.132133";"emef.marioquintana@smed.prefpoa.com.br            ";"http://websmed.portoalegre.rs.gov.br/escolas/quintana/                                              ";"MARIO QUINTANA                "
2018;43;4314902;"EMEF CHAPEU DO SOL";43187560;"AV JUCA BATISTA";"0";"-";"CHAPEU DO SOL";91786300;"51";"32683318";"-";"32683318";"-30.165145999999996";"-51.162268";"emef.chapeudosol@smed.prefpoa.com.br              ";"http://websmed.portoalegre.rs.gov.br/escolas/chapeu/                                                ";"CHAPÉU DO SOL                 "
2018;43;4314902;"EMEF TIMBAUVA";43189253;"RUA SEIS";"0";"TIMBAUVA 1";"MARIO QUINTANA";91250000;"51";"33685355";"33563602";"33685355";"-30.021697";"-51.095315";"emef.timbauva@smed.prefpoa.com.br                 ";"http://websmed.portoalegre.rs.gov.br/escolas/timbauva/                                              ";"TIMBAÚVA                      "
2018;43;4314902;"EMEF NOSSA SENHORA DO CARMO";43204643;"R BISPO MARINO PRUDENCIO MOREIRA";"95";"5 UNIDADE";"RESTINGA";91790206;"51";"32614364";"-";"32614364";"-30.145269";"-51.127824";"emefdocarmo@hotmail.com                           ";"http://websmed.portoalegre.rs.gov.br/escolas/carmo                                                  ";"N Sª DO CARMO                 "
2018;43;4314902;"EMEF DE SURDOS BILINGUE SALOMAO WATNICK";43241000;"RUA CAPITAO PEDRO WERLANG";"1011";"-";"INTERCAP";91530110;"51";"33881125";"-";"33881125";"-30.063525";"-51.152634";"salomao@pmpa.ad                                   ";"http://websmed.portoalegre.rs.gov.br/escolas/salomaowatnick/                                        ";"SALOMÃO WATNICK               "
2018;43;4314902;"EMEF RINCAO";43293050;"BC UM RUA LUIZ OTAVIO";"347";"LOTEAMENTO RINCAO";"BELEM VELHO";91787331;"51";"32895831";"-";"32615676";"-30.118968";"-51.160911";"emef.rincao@smed.prefpoa.com.br                   ";"http://websmed.portoalegre.rs.gov.br/escolas/rincao/                                                ";"RINCÃO                        "
2018;43;4314902;"EMEF MORADAS DA HIPICA";43293069;"R GERALDO TOLLENS LINCK";"0";"-";"HIPICA";91787214;"51";"33122426";"-";"32895829";"-30.159039";"-51.171096999999996";"moradasdahipica@gmail.com                         ";"http://websmed.portoalegre.rs.gov.br/escolas/moradasdahipica/index.htm                              ";"HÍPICA                        "
2018;43;4314902;"EMEF PORTO NOVO";43048200;"R AMELIA SANTINI FORTUNATI";"101";"PORTO NOVO";"STA ROSA LIMA";91160810;"51";"33810112";"-";"-";"-30.000227";"-51.107264";"portonovo@smed.prefpoa.com.br                     ";"                                                                                                    ";"EMEF PORTO NOVO               "
2018;43;4314902;"EMEM EMILIO MEYER";43105246;"AV NITEROI";"472";"-";"MEDIANEIRA";90880270;"51";"32192608";"-";"32192608";"-30.0692642";"-51.2079796";"emem.emiliomeyer@smed.prefpoa.com.br              ";"www.emiliomeyer.com                                                                                 ";"EMÍLIO MEYER                  "
2018;43;4314902;"CMET PAULO FREIRE";43177000;"R SANTA TEREZINHA";"572";"-";"SANTANA";90040180;"51";"32250804";"-";"-";"-30.041977";"-51.209679";"cmet.paulofreire@smed.prefpoa.com.br              ";"http://websmed.portoalegre.rs.gov.br/escolas/cmet/                                                  ";"CMET                          "
2018;43;4314902;"5001 IEI MAEZINHA DO CEU";43190499;"R VINTE CINCO DE OUTUBRO";"295";"VILA ASA BRANCA";"SARANDI";91140500;"51";"33668700";"-";"33668700";"-29.9842836";"-51.1213051";"crechemaezinhadoceu@bol.com.br                    ";"                                                                                                    ";"5001 MÃEZINHA DO CÉU          "
2018;43;4314902;"5002 IEI JOAO PAULO II";43190456;"R FREDERICO MENTZ";"118";"-";"FARRAPOS";90250370;"51";"33742675";"-";"-";"-29.9784852";"-51.1964513";"CRECHEJOAOPAULOLL@YAHOO.COM.BR                    ";"                                                                                                    ";"5002 JOÃO PAULO II            "
2018;43;4314902;"5003 EEI ESTRELINHA DO CEU";43185304;"R ULYSSES DE ALENCASTRO BRANDAO";"205";"-";"SARANDI";91140400;"51";"33645165";"-";"-";"-29.9896111";"-51.1196226";"creche.estrelinha@hotmail.com                     ";"                                                                                                    ";"5003 ESTRELINHA DO CÉU        "
2018;43;4314902;"5004 EEI ESTRELINHA DO AMANHA";43185495;"AV DONARIO BRAGA";"159";"-";"RUBEM BERTA";91160360;"51";"33340223";"-";"-";"-29.99812";"-51.0998618";"rosemarycentena@hotmail.com                       ";"                                                                                                    ";"5004 ESTRELINHA DO AMANHÃ     "
2018;43;4314902;"5005 IEI VILA UNIAO";43189075;"AV VINTE UM DE ABRIL";"1470";"-";"SARANDI";91120630;"51";"33644456";"-";"-";"-29.9794081";"-51.1299406";"clube.uniao@terra.com.br                          ";"                                                                                                    ";"5005 VILA UNIÃO               "
2018;43;4314902;"5006 EEI TRENZINHO DA ALEGRIA";43189059;"R SENHOR DO BOM FIM";"956";"-";"SARANDI";91140380;"51";"33655844";"-";"30235664";"-29.985650999999997";"-51.1152988";"e.eita@ig.com.br                                  ";"                                                                                                    ";"5006 TRENZINHO DA ALEGRIA     "
2018;43;4314902;"5007 IEI EUGENIA CONTE";43185398;"RUA K";"120";"VILA NOVA SANTA ROSA";"RUBEM BERTA";91160170;"51";"33673267";"-";"33673267";"-29.9943402";"-51.1057893";"CIEC.SECRETARIA@GMAIL.COM                         ";"                                                                                                    ";"5007 EUGENIA CONTE            "
2018;43;4314902;"5008 EEI JOANA DARC";43189024;"R VINTE QUATRO DE AGOSTO VL MINUANO";"375";"VILA MINUANO";"SARANDI";91110560;"51";"33508487";"-";"30263320";"-29.9908941";"-51.137896299999994";"escola_joanadarc@hotmail.com                      ";"                                                                                                    ";"5008 JOANA DARC               "
2018;43;4314902;"5009 IEI SANTA CATARINA";43188141;"R JOSUE DE CASTRO";"290";"-";"SARANDI";91120110;"51";"33658244";"33646177";"33657118";"-29.978445";"-51.1369299";"SANTACATARINA290@HOTMAIL.COM                      ";"                                                                                                    ";"5009 SANTA CATARINA           "
2018;43;4314902;"5010 IEI ACOMPAR NUCLEO II - SANTO AGOSTINHO";43190588;"AV CALDEIA";"210";"VILA SANTO AGOSTINHO";"SARANDI";91130540;"51";"34145931";"-";"98608639";"-29.9854438";"-51.1084677";"NUCLEO2@ACOMPAR.ORG                               ";"                                                                                                    ";"5010 ACOMPAR - II             "
2018;43;4314902;"5011 IEI MARIA DE NAZARE";43190367;"BC C VILA NAZARETH";"16";"ACESSO 2";"SARANDI";91060460;"51";"33440344";"-";"33440201";"0.0";"0.0";"ieiman@terra.com.br                               ";"                                                                                                    ";"5011 MARIA NAZARE             "
2018;43;4314902;"5012 EEI JESUS O BOM PASTOR";43190685;"R DONA TEODORA";"160";"LOT BELA VISTA";"FARRAPOS";90240300;"51";"30241793";"-";"33746109";"-29.9888326";"-51.2020304";"comulherliberdade@gmail.com                       ";"                                                                                                    ";"5012 JESUS O BOM PASTOR       "
2018;43;4314902;"5013 IEI SANTA LUIZA";43185410;"R IRMA MARIA JOSE TREVISAN";"30";"-";"FARRAPOS";90250430;"51";"33744986";"-";"33748250";"-29.9801785";"-51.1944606";"obrasocialsluiza@gmail.com                        ";"                                                                                                    ";"5013 SANTA LUIZA              "
2018;43;4314902;"5016 IEI OSICOM I";43187820;"R JOSEFA BARRETO";"302";"-";"PASSO DAS PEDRAS";91230080;"51";"33445159";"-";"33475112";"-30.0163844";"-51.1266233";"osicomimc@gmail.com                               ";"                                                                                                    ";"5016 OSICOM I                 "
2018;43;4314902;"5017 EEI NEGRINHO DO PASTOREIO";43185525;"R WOLFRAM METZLER";"21";"-";"RUBEM BERTA";91250320;"51";"33665808";"-";"98541219";"-30.0230287";"-51.1066541";"escolanegrinhopastoreio@gmail.com                 ";"                                                                                                    ";"5017 NEGRINHO DO PASTOREIO    "
2018;43;4314902;"5018 IEI ESPERANCA CORDEIRO";43188559;"R JULIO STREGUE";"55";"-";"SARANDI";91180030;"51";"33488086";"-";"-";"-29.9947196";"-51.1300714";"esperancacordeiro@superig.com.br                  ";"                                                                                                    ";"5018 ESPERANÇA CORDEIRO       "
2018;43;4314902;"5019 IEI VOVO CAZEMIRO";43185266;"R CRUZEIRO DO SUL";"702";"-";"SANTA TEREZA";90840000;"51";"32666200";"-";"32666200";"-30.084479299999998";"-51.23015289999999";"tgutterres@acm-rs.com.br                          ";"                                                                                                    ";"5019 VOVÔ CAZEMIRO            "
2018;43;4314902;"5020 EEI MADRE TERESA";43185541;"R WOLFRAM METZLER";"605";"-";"RUBEM BERTA";91250320;"51";"33663177";"-";"-";"-30.0245675";"-51.1034946";"iemadreteresa@gmail.com                           ";"                                                                                                    ";"5020 MADRE TERESA             "
2018;43;4314902;"5021 EEI GALPAOZINHO";43185363;"R DONA BECA";"120";"COND PORTO NOVO";"RUBEM BERTA";91150000;"51";"33741768";"-";"-";"-30.0002273";"-51.1072645";"crechegalpaozinho@gmail.com                       ";"                                                                                                    ";"5021 GALPAOZINHO              "
2018;43;4314902;"5022 EEI MARISTA TIA JUSSARA";43188184;"R SANTA RITA DE CASSIA ILHA MARINHEIROS";"90";"-";"ARQUIPELAGO";90090000;"51";"32031622";"-";"-";"-29.9930901";"-51.2243073";"infantil.tiajussara@maristas.org.br               ";"                                                                                                    ";"5022 TIA JUSSARA - USBEE      "
2018;43;4314902;"5023 EEI VO ANA";43190618;"R JOSE LUIZ MARTINS COSTA";"200";"LOT WENC FONTOURA";"MARIO QUINTANA";91250330;"51";"33668877";"-";"33226052";"-30.0248097";"-51.0997214";"escolavoana@yahoo.com.br                          ";"                                                                                                    ";"5023 VO ANA                   "
2018;43;4314902;"5024 IEI LAR DA CRIANCA MENINO JESUS DE PRAGA";43185169;"R WOLFRAM METZLER";"334";"-";"RUBEM BERTA";91250320;"51";"33664599";"33665322";"-";"-30.0235552";"-51.1047559";"larmjpraga@terra.com.br                           ";"http://www.larmeninojesus.com.br/                                                                   ";"5024 MENINO JESUS DE PRAGA    "
2018;43;4314902;"5026 IEI CRIANCA ESPERANCA";43185568;"R JOAO BRAVO DE ALMEIDA";"101";"-";"SARANDI";91180035;"51";"33484428";"-";"33484428";"-30.0084627";"-51.1237528";"associacao.instituicao@gmail.com                  ";"                                                                                                    ";"5026 CRIANÇA ESPERANÇA        "
2018;43;4314902;"5027 IEI GIRASSOL";43185320;"R WOLFRAM METZLER";"567";"-";"RUBEM BERTA";91250320;"51";"33660296";"-";"33660296";"-30.0245367";"-51.1031299";"clubedemaesrubemberta2@yahoo.com.br               ";"                                                                                                    ";"5027 GIRASSOL                 "
2018;43;4314902;"5028 EEI SAO VICENTE DE PAULO";43187862;"R PEDRO RAUPP";"160";"VILA PLANALTO";"JAR ITU SABARA";91225080;"51";"30721754";"-";"30721754";"-30.0228461";"-51.1331812";"escola_svp@yahoo.com.br                           ";"                                                                                                    ";"5028 CASA CRIANÇA SÃO VICENTE "
2018;43;4314902;"5029 EEI CANTINHO DOS PIAS";43184960;"R THOMAZ FRANCISCO DE JESUS";"412";"-";"JARDIM CARVALHO";91430750;"51";"33387776";"-";"-";"-30.0499294";"-51.1462807";"cantinhodospias@hotmail.com                       ";"                                                                                                    ";"5029 CANTINHO DOS PIÁS        "
2018;43;4314902;"5030 EEI TRES CORACOES";43185371;"R DEZESSEIS VILA MATO SAMPAIO";"623";"-";"BOM JESUS";91420620;"51";"33873108";"92430782";"33512475";"-30.047757";"-51.1623576";"creche3coracoes@gmail.com                         ";"                                                                                                    ";"5030.TRÊS CORAÇÕES            "
2018;43;4314902;"5031 IEI TIA ROSA";43190316;"R CINCO VILA VALNERI ANTUNES";"10";"VILA VALNERI ANTUNES";"MARIO QUINTANA";91260350;"51";"33380586";"-";"-";"-30.0301658";"-51.1094676";"crechetiarosa.valneriantunes@gmail.com            ";"                                                                                                    ";"5031 TIA ROSA                 "
2018;43;4314902;"5032 IEI JERUSALEM - BEITH SHALOM";43190650;"AV. VITORIA";"35";"-";"PASSO DAS PEDRAS";91225040;"51";"33506739";"-";"33506739";"-30.028367";"-51.129723";"diretoria.principedapaz@gmail.com                 ";"                                                                                                    ";"5032 JERUSALÉM-BEITH SHALOM   "
2018;43;4314902;"5033 IEI ALAN MARIA TEREZA";43190383;"AV DEZ DE MAIO";"265";"-";"PASSO DAS PEDRAS";91230480;"51";"33476431";"33477789";"33476431";"-30.023148099999997";"-51.122773599999995";"alanmariatereza@gmail.com                         ";"                                                                                                    ";"5033 TIA MARIA TEREZA         "
2018;43;4314902;"5034 IEI ALAN BOM JESUS";43187471;"R PANAMA";"324";"-";"BOM JESUS";91420200;"51";"33348727";"-";"33386106";"-30.0456783";"-51.1578594";"ong.ligadeamparo@hotmail.com                      ";"                                                                                                    ";"5034 ALAN                     "
2018;43;4314902;"5035 EEI NOSSA SENHORA APARECIDA VILA PINTO";43185274;"R J VILA FATIMA-PINTO";"220";"-";"BOM JESUS";91420120;"51";"30267499";"-";"30267499";"-30.0501193";"-51.1544744";"crechensaparecida@terra.com.br                    ";"                                                                                                    ";"5035 NOSSA SENHORA APARECIDA  "
2018;43;4314902;"5036 EEI MUNDO CRIANCA";43189032;"RUA 4";"62";"-";"MORRO SANTANA";91450430;"51";"33670114";"-";"-";"-30.0455451";"-51.1268365";"mundocrianca2011@hotmail.com                      ";"                                                                                                    ";"5036 MUNDO CRIANÇA            "
2018;43;4314902;"5037 IEI AELCA";43185355;"R GEN SALVADOR PINHEIRO";"799";"-";"VILA JARDIM";91320240;"51";"33346222";"-";"33340822";"-30.0373761";"-51.1505003";"aelca@uol.com.br                                  ";"                                                                                                    ";"5037 AELCA                    "
2018;43;4314902;"5038 IEI NOSSA SENHORA DE FATIMA -BOM JESUS";43185070;"R OITO VILA MATO SAMPAIO";"32";"-";"BOM JESUS";91420591;"51";"33816659";"-";"-";"-30.0495658";"-51.1600356";"instituicaonossasenhoradefatima@hotmail.com       ";"                                                                                                    ";"5038 N S FATIMA BOM JESUS     "
2018;43;4314902;"5040 IEI SAGRADA FAMILIA";43190014;"RUA 05 V. LARANJEIRAS";"174";"-";"MORRO SANTANA";91310001;"51";"991911088";"91284907";"98643399";"-30.0465594";"-51.1293932";"adrianaeellen12@gmail.com.br                      ";"                                                                                                    ";"5040 SAGRADA FAMÍLIA          "
2018;43;4314902;"5041 EEI MENSAGEIROS DA LUZ";43185045;"TRAV CEL ANTONIO CARNEIRO PINTO";"185";"-";"PETROPOLIS";90460020;"51";"33352849";"-";"-";"-30.0396671";"-51.1854302";"mensageirosdaluz1976@hotmail.com                  ";"                                                                                                    ";"41 LAR DO MENOR MENSAGEIROS DA"
2018;43;4314902;"5042 IEI PIU PIU";43185517;"R JACINTO GOMES";"683";"PREDIO 92 - FUNDOS";"SANTANA";90040270;"51";"30296737";"-";"-";"-30.0439076";"-51.2091099";"CRECHEVILAPLANETARIO@GMAIL.COM                    ";"                                                                                                    ";"5042 PIU PIU                  "
2018;43;4314902;"5043 IEI LUPICINIO RODRIGUES";43189067;"R ALMIRANTE ALVARO A DA MOTTA E SILVA";"200";"-";"MENINO DEUS";90160130;"51";"32110416";"-";"-";"-30.0449969";"-51.2202849";"lupi@cepa.org.br                                  ";"                                                                                                    ";"5043 LUPICINIO RODRIGUES      "
2018;43;4314902;"5044 EEI CASA DO PEQUENINO";43187609;"AV AZENHA";"366";"-";"AZENHA";90160004;"51";"32230043";"-";"32231938";"-30.0469886";"-51.2136191";"casapequenino@gmail.com                           ";"                                                                                                    ";"5044 CASA DO PEQUENINO        "
2018;43;4314902;"5045 EEI SOMAI";43190120;"R BOM JESUS";"610";"-";"BOM JESUS";91420030;"51";"33343312";"-";"-";"-30.0436105";"-51.1509089";"creche.somai@yahoo.com.br                         ";"                                                                                                    ";"5045 SOMAI LAR DAS MENINAS    "
2018;43;4314902;"5046 IEI NSA SRA DE FATIMA NOVO MUNDO";43190707;"AV MARTIM FELIX BERTA";"2575";"CHACARA DA FUMACA";"RUBEM BERTA";91270650;"51";"33876460";"-";"33879420";"-30.031179";"-51.1135289";"clubedemaess@terra.com.br                         ";"                                                                                                    ";"5046 N S FATIMA NOVO MUNDO    "
2018;43;4314902;"5048 IEI HELOISA BECKER";43108865;"R SAO MANOEL";"1909";"-";"RIO BRANCO";90620110;"51";"32233714";"-";"-";"-30.0500031";"-51.2006183";"infantillar@hotmail.com                           ";"                                                                                                    ";"5048 HELOISA BECKER           "
2018;43;4314902;"5049 IEI BRINCANDO DE CIRANDA";43184979;"R JOSE MADRID";"736";"-";"JARDIM CARVALHO";91430580;"51";"33814301";"-";"84658476";"-30.0492423";"-51.1509889";"brincandodeciranda@bol.com.br                     ";"                                                                                                    ";"5049 BRINCANDO DE CIRANDA     "
2018;43;4314902;"5050 EEI NSA SRA APARECIDA SAO PEDRO";43190391;"AV IPIRANGA";"5229";"RUA A 435";"PRAIA DE BELAS";90160092;"51";"33841719";"-";"-";"-30.056813";"-51.1869432";"criancasaopedro@bol.com.br                        ";"                                                                                                    ";"5050 NOSSA SENHORA APARECIDA  "
2018;43;4314902;"5051 EEI TURMA DO BARULHO";43185088;"R TANAUI DA SILVA BOEIRA";"209";"-";"LOMBA PINHEIRO";91570440;"51";"30265796";"-";"-";"-30.1227998";"-51.1027429";"ascovipa2008@gmail.com                            ";"                                                                                                    ";"5051 TURMA DO BARULHO         "
2018;43;4314902;"5052 EEI SAO PEDRO";43190049;"R PADRE ROQUE GONZALES-LOMBA PINHEIRO";"315";"-";"LOMBA PINHEIRO";91570170;"51";"31784511";"-";"-";"-30.1155737";"-51.511019681";"ed.infantilsaopedro@gmail.com                     ";"                                                                                                    ";"5052 SÃO PEDRO                "
2018;43;4314902;"5053 IEI BALAO MAGICO";43185312;"R RIO NEGRO - LOMBA DO PINHEIRO";"59";"-";"LOMBA PINHEIRO";91570330;"51";"33360254";"-";"-";"-30.1186663";"-51.510962297";"balaomagicocreche@gmail.com                       ";"                                                                                                    ";"5053 BALÃO MÁGICO             "
2018;43;4314902;"5054 EEI CASA DA CRIANCA ALGODAO DOCE";43183069;"R SAO MARCOS-LOMBA DO PINHEIRO";"150";"-";"LOMBA PINHEIRO";91570380;"51";"30192458";"33198164";"33153777";"-30.1179578";"-51.0971373";"crechealgodaodoce@terra.com.br                    ";"                                                                                                    ";"5054 ALGODÃO DOCE             "
2018;43;4314902;"5055 IEI VOVO IDA";43185207;"R DONA FIRMINA";"1583";"-";"VL JOAO PESSOA";91520210;"51";"33223213";"-";"-";"-30.0759542";"-51.1685722";"vovoida19@gmail.com                               ";"                                                                                                    ";"5055 VOVO IDA                 "
2018;43;4314902;"5056 EEI PAINEIRAS";43185606;"LG PAINEIRAS";"477";"VILA JOAO PESSOA";"VL JOAO PESSOA";91510070;"51";"33529074";"-";"-";"-30.071384899999998";"-51.174784499999994";"crechepaineira@gmail.com                          ";"                                                                                                    ";"5056 PAINEIRAS                "
2018;43;4314902;"5057 EEI CAMPO DA TUCA";43187854;"RUA D";"200";"-";"PARTENON";91510480;"51";"33846118";"-";"33220971";"-30.0709027";"-51.1736134";"creche@campodatuca.org.br                         ";"                                                                                                    ";"5057 CAMPO DA TUCA            "
2018;43;4314902;"5058 EEI TOPO GIGIO";43185649;"R SAO JOSE VILA SAO JOSE COMUNITARIA";"29";"-";"SAO JOSE";91520470;"51";"33158057";"-";"33181580";"-30.0772698";"-51.1638843";"escolatopogigio@gmail.com                         ";"                                                                                                    ";"5058 TOPO GIGIO               "
2018;43;4314902;"5059 EEI ACOMUR";43185592;"R VIDAL DE NEGREIROS";"996";"-";"SAO JOSE";91520480;"51";"33183231";"-";"-";"-30.0703867";"-51.1671969";"acomur@hotmail.com                                ";"                                                                                                    ";"5059 ACOMUR                   "
2018;43;4314902;"5060 IEI MURIALDO";43190308;"TRAV SAO JOAO";"57";"-";"SAO JOSE";91520560;"51";"33152960";"-";"33183119";"-30.073057199999997";"-51.1637132";"creche@murialdopoasocial.org.br                   ";"                                                                                                    ";"5060 MURIALDO                 "
2018;43;4314902;"5061 IEI VO BELINHA";43185436;"R MIGUEL OLVICTO DOS SANTOS";"71";"VILA MAPA";"LOMBA PINHEIRO";91550280;"51";"33521742";"33521742";"-";"-30.0972645";"-51.136052";"                                                  ";"                                                                                                    ";"5061 VÓ BELINHA               "
2018;43;4314902;"5062 IEI ESTRELA MAGICA";43185614;"R SANTA CATARINA ESTR JOAO DE O REMIAO";"30";"PARADA 15";"LOMBA PINHEIRO";91560000;"51";"33520881";"-";"-";"-30.1219697";"-51.1085822";"crecheestrelamagica@hotmail.com                   ";"                                                                                                    ";"5062 ESTRELA MÁGICA           "
2018;43;4314902;"5063 IEI NOSSA SENHORA APARECIDA -VILA PINHAL";43185479;"R ABACATEIRO";"195";"PARADA 14";"LOMBA PINHEIRO";91560480;"51";"33194651";"-";"99544961";"-30.1203592";"-51.1066651";"escolapinhal@hotmail.com                          ";"                                                                                                    ";"5063 Nª S APARECIDA VILA PINHA"
2018;43;4314902;"5064 EEI RECREIO DA DIVISA";43187382;"ESTR JOAO DE OLIVEIRA REMIAO";"6269";"PARADA 15";"LOMBA PINHEIRO";91787750;"51";"33177469";"-";"-";"-30.1237905";"-51.1079968";"recreiodadivisa@gmail.com                         ";"                                                                                                    ";"5064.RECREIO DA DIVISA        "
2018;43;4314902;"5065 IEI ARCO IRIS ENCANTADO";43187781;"R GUAIBA-LOMBA DO PINHEIRO";"95";"-";"LOMBA PINHEIRO";91560640;"51";"30292214";"-";"98179494";"-30.1105187";"-51.1120846";"                                                  ";"                                                                                                    ";"5065 ARCO IRIS ENCANTADO      "
2018;43;4314902;"5066 EEI MEU NENE";43187137;"R ERNESTO LISCANO";"195";"VILA ESMERALDA";"AGRONOMIA";91540310;"51";"33193144";"-";"-";"-30.0882007";"-51.1266516";"cristiane-fogassafonseca@hotmail.com              ";"                                                                                                    ";"5066 MEU NENE                 "
2018;43;4314902;"5067 IEI NOSSA SENHORA DA GLORIA";43187838;"TRAV A VILA NOSSA SENHORA DA GLORIA";"252";"-";"CASCATA";91710151;"51";"33397463";"-";"-";"-30.0780113";"-51.1896033";"crechecomgloria@hotmail.com                       ";"                                                                                                    ";"5067 NOSSA SENHORA DA GLORIA  "
2018;43;4314902;"5069 IEI CRECHE LAR DA CRIANCA";43185185;"R NOSSA SENHORA DO BRASIL-SANTA TERESA";"83";"-";"SANTA TEREZA";90850510;"51";"32320503";"-";"32320793";"-30.0699447";"-51.2224929";"ieicrechelardacrianca@gmail.com                   ";"                                                                                                    ";"5069 LAR DA CRIANÇA           "
2018;43;4314902;"5070 IEI CENEAMM 1 DE MAIO";43185053;"ESTR BARCELLOS";"2268";"-";"CASCATA";91712300;"51";"33184152";"-";"-";"-30.0907206";"-51.179328";"ceneamm@gmail.com                                 ";"                                                                                                    ";"5070 CENEAMM 1 DE MAIO        "
2018;43;4314902;"5071 EEI CRIANCA FELIZ";43190219;"R CANUDOS";"625";"-";"CASCATA";91712340;"51";"33851641";"-";"-";"-30.0935696";"-51.1743931";"asmovica254@gmail.com                             ";"                                                                                                    ";"5071 CRIANÇA FELIZ            "
